Title,Note,URL,Tags,Comment
Tucano Coffee Zimbabwe,,https://www.google.com/maps/place/Tucano+Coffee+Zimbabwe/data=!4m2!3m1!1s0x40b1ffeffbe15acf:0x8dc8739180cc1bb5,,
FROG,,https://www.google.com/maps/place/FROG/data=!4m2!3m1!1s0x40b1ff378b93153b:0x15a8753e81363d8d,,
LOAFT,,https://www.google.com/maps/place/LOAFT/data=!4m2!3m1!1s0x4876053afa7b5da5:0xd6859bfa86f1c7c6,,
Soto Coffee,,https://www.google.com/maps/place/Soto+Coffee/data=!4m2!3m1!1s0x48761b69a5cd9d4f:0x86fec941d3a44c27,,
AMARcoffee,,https://www.google.com/maps/place/AMARcoffee/data=!4m2!3m1!1s0x40b203beb1680279:0xfe9bb6d921384f67,,
DRIP Coffee Shop,,https://www.google.com/maps/place/DRIP+Coffee+Shop/data=!4m2!3m1!1s0x40b1ff1211daa5f1:0xf84ef56c3174a602,,
The Coffee Shop,,https://www.google.com/maps/place/The+Coffee+Shop/data=!4m2!3m1!1s0x40b1ff4e1dc86163:0x9785c31f3077d82f,,
Starbucks,,https://www.google.com/maps/place/Starbucks/data=!4m2!3m1!1s0x4876058c87723d07:0x7ead5928bda3253a,,
Page Common Coffee House,,https://www.google.com/maps/place/Page+Common+Coffee+House/data=!4m2!3m1!1s0x487605863afaba31:0xdd8a0984f210f376,,
Frequency Millennium Bridge,,https://www.google.com/maps/place/Frequency+Millennium+Bridge/data=!4m2!3m1!1s0x48760569ec3067b1:0x1a12b669611157d,,
The Photographers' Gallery Café,,https://www.google.com/maps/place/The+Photographers'+Gallery+Caf%C3%A9/data=!4m2!3m1!1s0x487604cda3dfeb8f:0xce8b5c1fe09bba23,,
Kiss the Hippo Coffee Fitzrovia Corner,,https://www.google.com/maps/place/Kiss+the+Hippo+Coffee+Fitzrovia+Corner/data=!4m2!3m1!1s0x48761b921445dd0b:0xd9c6b2075325419e,,
M60,,https://www.google.com/maps/place/M60/data=!4m2!3m1!1s0x40b1ff4fb5063f3b:0x24e3c8a4c81c35f4,,
Starbucks Coffee,,https://www.google.com/maps/place/Starbucks+Coffee/data=!4m2!3m1!1s0x48760e6abe647197:0x816f879897f93436,,
Waft Coffee,,https://www.google.com/maps/place/Waft+Coffee/data=!4m2!3m1!1s0x48760fc66c9bdae7:0x462ffec7e86775be,,
Schlosscafé im Oberen Belvedere,,https://www.google.com/maps/place/Schlosscaf%C3%A9+im+Oberen+Belvedere/data=!4m2!3m1!1s0x476d077d0241ffd1:0x900737aafbb4abaa,,
KeP’s caffetteria,,https://www.google.com/maps/place/KeP%E2%80%99s+caffetteria/data=!4m2!3m1!1s0x476c89bb9668c613:0xd5845b5f72fb64d5,,
Temný OST BLOCK,,https://www.google.com/maps/place/Temn%C3%BD+OST+BLOCK/data=!4m2!3m1!1s0x476c8900b87ece33:0xdc69c959d406dc8f,,
Starbucks,,https://www.google.com/maps/place/Starbucks/data=!4m2!3m1!1s0x476d0737e2ca1ac1:0x5cfc496e94b33868,,
Caffè Couture,,https://www.google.com/maps/place/Caff%C3%A8+Couture/data=!4m2!3m1!1s0x476d07bd55780977:0xc0e6185bdb1b44af,,
BRENNER,,https://www.google.com/maps/place/BRENNER/data=!4m2!3m1!1s0x476d07b9b75007c1:0x468b7125f332d464,,
goldener papagei,,https://www.google.com/maps/place/goldener+papagei/data=!4m2!3m1!1s0x476d07fef1294e9d:0x629f424b61ca9665,,
das café,,https://www.google.com/maps/place/das+caf%C3%A9/data=!4m2!3m1!1s0x476d07918ee6f62f:0x9cbd0bcb4bedb4ca,,
Guesthouse Vienna / Brasserie & Bakery,,https://www.google.com/maps/place/Guesthouse+Vienna+%2F+Brasserie+%26+Bakery/data=!4m2!3m1!1s0x476d079bf9822fbd:0x5e678559c93d80bf,,
Elias Coffee Shop,,https://www.google.com/maps/place/Elias+Coffee+Shop/data=!4m2!3m1!1s0x476d07bbf1e1a5a5:0x736523955229cab4,,
Cover Cafe,,https://www.google.com/maps/place/Cover+Cafe/data=!4m2!3m1!1s0x95bcb5f13d6a6beb:0x2bf2d6689e3272e7,,
Al Diablo Coffee Roasters,,https://www.google.com/maps/place/Al+Diablo+Coffee+Roasters/data=!4m2!3m1!1s0x95bcb50ddf045e53:0x70128ae1380894cf,,
